name,selling_price,year,seller_type,owner,km_driven,ex_showroom_price,log_kms_driven
Bajaj Xcd,15000,16,1,0,100000,87958.71405750798,11.51293546492023
Bajaj Pulsar NS160,70000,6,1,0,20000,87958.71405750798,9.90353755128617
Honda CB Hornet 160R,70000,7,1,0,240000,92210.0,12.388398368982115
Yamaha RXG,25000,27,1,0,45354,87958.71405750798,10.722275703049045
TVS Streak,10000,15,1,0,100000,87958.71405750798,11.51293546492023
Bajaj Pulsar RS 200,80000,9,1,0,32000,87958.71405750798,10.373522431293592
Yamaha Alpha,25000,9,1,0,14000,54253.0,9.546884034617925
Honda Livo,35000,8,1,0,70000,87958.71405750798,11.156264806643742
Mahindra Gusto,25000,8,1,0,13500,51185.0,9.510519035757246
Bajaj Discover 125,26000,12,1,0,75000,57549.0,11.225256725762893
Hero Glamour 125,15000,13,1,0,75000,61600.0,11.225256725762893
Honda CB Unicorn 160,50000,7,1,0,52000,77545.0,10.859018228147887
Hero Pleasure,26500,11,1,0,18860,49600.0,9.844851577051172
Royal Enfield Classic 350,135000,7,1,0,2700,87958.71405750798,7.901377353792616
Honda CB Hornet 160R,80000,8,1,0,100000,92661.0,11.51293546492023
Bajaj CT 100,30000,8,1,0,38500,87958.71405750798,10.55843949396453
Yamaha FZ S V 2.0,90000,6,1,0,10500,87042.0,9.259225769705994
Bajaj Pulsar 180,85000,8,1,0,35000,85011.0,10.463131911491967
Hero Glamour 125,54000,11,1,0,17000,61600.0,9.741027444837728
Bajaj CT 100,42000,5,1,0,2900,87958.71405750798,7.972810784121404
Bajaj Discover 100 T,25000,10,1,0,30000,47032.0,10.308985993422082
TVS Star City Plus,50000,8,1,0,14000,87958.71405750798,9.546884034617925
Honda CB Unicorn 150,55000,10,1,0,10000,74295.0,9.210440366976517
Hero Passion PRO TR,35000,10,1,0,9556,54586.0,9.16502914926618
Honda CB Shine SP,50000,6,1,0,37000,64750.0,10.518700218288165
Bajaj V15,45000,9,1,0,2700,65626.0,7.901377353792616
Bajaj V15,45000,8,1,0,36000,67187.0,10.491301994830229
Bajaj Discover 100,28000,9,1,0,52000,42859.0,10.859018228147887
Royal Enfield Electra 4 S,80000,11,1,0,46000,87958.71405750798,10.736418414365376
KTM 200 Duke,130000,8,1,0,12000,87958.71405750798,9.392745258631441
Bajaj Pulsar 220F,120000,5,1,0,6500,87958.71405750798,8.77971129020447
Suzuki GS150R,27000,12,1,0,14100,70851.0,9.55400099583723
Honda Shine,30000,10,1,0,40000,87958.71405750798,10.596659732783579
Honda CB Unicorn Dazzler,50000,14,1,0,75000,71757.0,11.225256725762893
Honda Livo,45000,6,1,0,10000,87958.71405750798,9.210440366976517
Honda Aviator,28000,15,1,0,29625,59183.0,10.296407633141998
Honda Activa [2000-2015],6000,18,1,0,35000,50267.0,10.463131911491967
Hero Hunk,35000,8,1,0,32000,78513.0,10.373522431293592
Honda Activa 125,30000,10,1,0,20000,87958.71405750798,9.90353755128617
Bajaj Discover 110,15000,17,1,0,70000,52710.0,11.156264806643742
Hero Xtreme [2013-2014],45000,11,1,0,57000,75936.0,10.950824090522445
TVS Victor GLX,18000,19,1,0,11000,87958.71405750798,9.305741456739435
Bajaj Pulsar NS200,85000,6,1,0,17500,87958.71405750798,9.770013301136158
Honda Aviator,30000,10,1,0,7000,59183.0,8.853808274977197
Bajaj Platina 100,40000,6,1,0,17500,87958.71405750798,9.770013301136158
TVS Sport,34000,6,1,0,25000,87958.71405750798,10.12667110305036
Hero Honda Passion Plus,8000,21,1,0,53500,87958.71405750798,10.887455624298198
Bajaj V15,70000,6,1,0,15000,67187.0,9.61587214452889
Honda Dio,50000,8,1,0,8000,87958.71405750798,8.987321812850125
Honda Dream Yuga,35000,9,1,0,39448,56147.0,10.582763977410282
Hero Honda Splendor Plus,20000,18,1,0,75000,87958.71405750798,11.225256725762893
Bajaj Pulsar 150,50000,12,1,0,28000,87958.71405750798,10.239995502805316
Bajaj Discover 135,37000,16,1,0,62000,87958.71405750798,11.034905792929415
Honda Livo,69000,6,1,0,12000,87958.71405750798,9.392745258631441
Hero Honda Splendor NXG,28000,12,1,0,49999,87958.71405750798,10.819778284410283
Bajaj Discover 125,25000,13,1,0,70000,57549.0,11.156264806643742
Yamaha FZ V 2.0,60000,6,1,0,25000,81508.0,10.12667110305036
Yamaha SZ-S,50000,10,1,0,20000,72532.0,9.90353755128617
Royal Enfield Thunderbird 350,135000,8,1,0,4500,87958.71405750798,8.412054873292933
Bajaj Discover 125 M,30000,10,1,0,45000,49146.0,10.714439990727769
Yamaha FZ S [2012-2016],60000,10,1,0,68000,79432.0,11.127277689932466
Honda Activa [2000-2015],23000,15,1,0,95000,50267.0,11.461642696843066
Bajaj Xcd,20000,15,1,0,16000,87958.71405750798,9.680406499268875
Bajaj Avenger Street 160,80000,5,1,0,5000,87958.71405750798,8.517393171418904
Royal Enfield Electra 5 S,99000,18,1,0,36000,87958.71405750798,10.491301994830229
TVS Apache RTR 200 4V,90000,6,1,0,70000,87958.71405750798,11.156264806643742
Hero Honda Splendor Plus,20000,19,1,0,27370,87958.71405750798,10.21723933772096
Hero Glamour 125,50000,7,1,0,8600,61600.0,9.059633754551479
TVS Victor GLX,27000,22,1,0,49000,87958.71405750798,10.799595985047786
Honda Grazia,60000,6,1,0,16000,87958.71405750798,9.680406499268875
Bajaj Pulsar 150 [2001-2011],12000,17,1,0,100000,87958.71405750798,11.51293546492023
Hero Xtreme 2014,50000,10,1,0,10000,72973.0,9.210440366976517
Hero Pleasure,20000,12,1,0,30000,49600.0,10.308985993422082
Hero Passion XPro,45000,6,1,0,7000,58900.0,8.853808274977197
Hero Super Splendor,40000,11,1,0,68000,87958.71405750798,11.127277689932466
Yamaha FZ S [2012-2016],45000,8,1,0,20000,79432.0,9.90353755128617
Honda Activa [2000-2015],25000,9,1,0,25000,50267.0,10.12667110305036
Hero Glamour FI,75000,5,1,0,8900,71150.0,9.093918908958932
Hero Honda Passion Plus,25000,17,1,0,70000,87958.71405750798,11.156264806643742
Hero Splendor Plus,25000,18,1,0,40000,87958.71405750798,10.596659732783579
Hero Xpulse 200,100000,5,1,0,8500,107500.0,9.04793908261736
Honda CB Unicorn 150,30000,12,1,0,32000,74295.0,10.373522431293592
Bajaj Discover 135,25000,14,1,0,55000,87958.71405750798,10.915106645867503
Hero Honda Splendor,10000,18,1,0,75000,87958.71405750798,11.225256725762893
Hero Honda CD Deluxe,25000,16,1,0,65000,87958.71405750798,11.082157933374816
Royal Enfield Electra Twinspark,120000,8,1,0,345000,87958.71405750798,12.75130259456002
Honda Dream Neo,42000,10,1,0,21000,53415.0,9.952325334619427
Hero Maestro,30000,11,1,0,60000,49412.0,11.002116507732017
Honda CBR150 R,77000,10,1,0,38000,132513.0,10.545367754151743
Honda CB Unicorn Dazzler,25000,13,1,0,40000,71757.0,10.596659732783579
TVS Apache [2006],15000,18,1,0,40000,87958.71405750798,10.596659732783579
Hero Passion XPro,25000,11,1,0,25000,59640.0,10.12667110305036
Honda Activa 5G,50000,6,1,0,25000,57957.0,10.12667110305036
Honda Activa i,30000,10,1,0,25000,53900.0,10.12667110305036
TVS Apache RTR 200 4V,125000,5,1,0,3000,87958.71405750798,8.006700845440367
Hero Honda CBZ extreme,35000,13,1,0,28000,87958.71405750798,10.239995502805316
Suzuki Gixxer [2014-2018],45000,9,1,0,40000,78316.0,10.596659732783579
Hero Xpulse 200,98000,5,1,0,8500,107500.0,9.04793908261736
Bajaj Pulsar 150,75000,7,1,0,30000,87958.71405750798,10.308985993422082
Bajaj Pulsar AS150,55000,7,1,0,20000,80821.0,9.90353755128617
Bajaj Platina 100,25000,11,1,0,30000,87958.71405750798,10.308985993422082
Honda CB Twister,70000,10,1,0,12566,49150.0,9.438829609615144
Suzuki SlingShot,24000,13,1,0,17000,87958.71405750798,9.741027444837728
TVS Apache RTR 160,70000,6,1,0,17000,87958.71405750798,9.741027444837728
Bajaj V12,45000,7,1,0,35000,58906.0,10.463131911491967
Hero Karizma 2014,25000,9,1,0,40000,86744.0,10.596659732783579
Yamaha YZF R15 V3,170000,5,1,0,1400,146400.0,7.244941546337007
Yamaha Fascino 110,38000,8,1,0,37000,54500.0,10.518700218288165
Honda CB Unicorn 160,45000,9,1,0,15000,77545.0,9.61587214452889
Yamaha Gladiator,15000,15,1,0,46000,87958.71405750798,10.736418414365376
Hero Honda Glamour,45000,12,1,0,75000,87958.71405750798,11.225256725762893
Bajaj Discover 100,22000,10,1,0,14289,42859.0,9.567315270923913
Mahindra Gusto,30000,9,1,0,20000,51185.0,9.90353755128617
Royal Enfield Thunderbird 350,100000,12,1,0,28000,87958.71405750798,10.239995502805316
Royal Enfield Classic 350,100000,10,1,0,19000,87958.71405750798,9.852246888342531
Bajaj Pulsar 150,60000,7,1,0,28450,87958.71405750798,10.255938588321637
Royal Enfield Electra Twinspark,100000,10,1,0,31500,87958.71405750798,10.357774570341576
Bajaj Pulsar 150,40000,8,1,0,28000,87958.71405750798,10.239995502805316
Bajaj Pulsar 150,21000,17,1,0,100000,87958.71405750798,11.51293546492023
Hero HF Deluxe,40000,6,1,0,16000,87958.71405750798,9.680406499268875
Honda Activa [2000-2015],25000,17,1,0,17860,50267.0,9.790374843904484
Yamaha FZ S [2012-2016],45000,9,1,0,24000,79432.0,10.085850775128717
Bajaj Avenger Cruise 220,75000,8,1,0,10950,87958.71405750798,9.301186055275759
Honda Dio,45000,7,1,0,35850,87958.71405750798,10.487126739641525
Honda Activa i [2016-2017],35000,8,1,0,29000,53436.0,10.275085591132715
Royal Enfield Bullet 350 [2007-2011],60000,23,1,0,4000,87958.71405750798,8.294299608857235
Yamaha FZ V 2.0,60000,8,1,0,45420,81508.0,10.723729832149901
Royal Enfield Classic 350,130000,6,1,0,35000,87958.71405750798,10.463131911491967
Honda CB Shine SP,42000,7,1,0,19800,64750.0,9.893487720457795
Bajaj V15,76000,6,1,0,23000,65626.0,10.043292972227004
Hero CBZ,40000,10,1,0,35000,87958.71405750798,10.463131911491967
Hero Splendor Plus,65000,6,1,0,7500,87958.71405750798,8.922791623969637
Bajaj Discover 100 T,20000,11,1,0,20000,47032.0,9.90353755128617
Honda CB Hornet 160R,75000,8,1,0,72000,92661.0,11.184435286790631
Honda CB Hornet 160R,70000,6,1,0,7000,92661.0,8.853808274977197
TVS Apache RTR 160 4V,105000,5,1,0,6000,87958.71405750798,8.699681400989514
Honda CB Shine SP,50000,7,1,0,34300,62317.0,10.442929787247998
Royal Enfield Classic 350,120000,7,1,0,7199,87958.71405750798,8.881836305004146
Bajaj Pulsar 180,25000,13,1,0,43000,85011.0,10.668978650219241
TVS XL 100,30000,7,1,0,8000,30490.0,8.987321812850125
Hero Super Splendor,50000,7,1,0,9999,87958.71405750798,9.210340371976184
Hero Honda CBZ extreme,25000,17,1,0,80000,87958.71405750798,11.289794413577894
Bajaj Pulsar 180,50000,10,1,0,30000,85011.0,10.308985993422082
Bajaj Discover 150,35000,9,1,0,12000,54299.0,9.392745258631441
Bajaj Pulsar 180,30000,15,1,0,17500,85011.0,9.770013301136158
Honda Shine,37000,8,1,0,45000,87958.71405750798,10.714439990727769
Honda CB Unicorn 150,42000,11,1,0,38000,74295.0,10.545367754151743
Royal Enfield Himalayan,119000,8,1,0,19800,87958.71405750798,9.893487720457795
Kawasaki Ninja 650 [2018-2019],300000,13,1,0,12000,589000.0,9.392745258631441
Royal Enfield Classic 350,130000,31,1,0,10000,87958.71405750798,9.210440366976517
Hero Honda Passion Plus,22000,16,1,0,85000,87958.71405750798,11.350418300109132
Hero Honda Splendor Plus,15000,17,1,0,70000,87958.71405750798,11.156264806643742
Benelli TNT 25,160000,7,1,0,2009,170994.0,7.605890001053122
Royal Enfield Thunderbird 500X,185000,6,1,0,1500,198605.0,7.313886831633462
Royal Enfield Continental GT [2013 - 2018],110000,10,1,0,12077,208902.0,9.399140894867847
KTM RC 200,150000,7,1,0,20000,87958.71405750798,9.90353755128617
Royal Enfield Bullet 350 [2007-2011],150000,29,1,0,20000,87958.71405750798,9.90353755128617
Bajaj Pulsar 220F,45000,13,1,0,40000,87958.71405750798,10.596659732783579
Bajaj Avenger Street 220,75000,6,1,0,12000,95955.0,9.392745258631441
Honda Activa 125 [2016-2017],50000,7,1,0,27000,61545.0,10.203629181337648
Honda Shine,30000,11,1,0,93000,87958.71405750798,11.440365524765756
Bajaj Discover 150F,30000,9,1,0,12000,64071.0,9.392745258631441
Bajaj Pulsar 150 [2001-2011],22000,13,1,0,36000,87958.71405750798,10.491301994830229
Hero Karizma ZMR,75000,9,1,0,11000,108000.0,9.305741456739435
Honda Dream Yuga,45000,7,1,0,26000,56147.0,10.165890277802454
Hero Glamour 125,35000,10,1,0,450000,61600.0,13.017005083966255
Honda Activa [2000-2015],35000,12,1,0,29000,50267.0,10.275085591132715
Bajaj CT 100,25000,7,1,0,45000,87958.71405750798,10.714439990727769
Honda CB Hornet 160R,70000,7,1,0,13000,92210.0,9.472781556562168
Hero CD Dawn,10000,19,1,0,48000,87958.71405750798,10.778977123006351
Royal Enfield Classic Gunmetal Grey,180000,6,1,0,5814,148114.0,8.668196064952765
Bajaj Discover 100,24000,10,1,0,31000,42859.0,10.34177474101152
Honda Shine,42000,7,1,0,25000,87958.71405750798,10.12667110305036
TVS Max DLX,26000,22,1,0,28000,87958.71405750798,10.239995502805316
Honda Dio,60000,6,1,0,11000,87958.71405750798,9.305741456739435
Bajaj Pulsar 180,72000,7,0,0,7850,85011.0,8.968396191198256
Royal Enfield Thunderbird 350,120000,9,1,0,10000,87958.71405750798,9.210440366976517
Royal Enfield Thunderbird 350,59000,19,1,0,40000,87958.71405750798,10.596659732783579
Royal Enfield Classic Chrome,185000,9,1,0,5000,189313.0,8.517393171418904
Royal Enfield Classic Gunmetal Grey,140000,6,1,0,14000,148114.0,9.546884034617925
KTM 390 Duke,205000,6,1,0,7500,87958.71405750798,8.922791623969637
Hero Pleasure [2005-2015],30000,11,1,0,25000,46779.0,10.12667110305036
TVS Victor,18000,20,1,0,46700,54852.0,10.751520856703959
Bajaj Pulsar 150,35000,13,1,0,12000,87958.71405750798,9.392745258631441
KTM RC 200,185000,5,1,0,6000,87958.71405750798,8.699681400989514
Kawasaki Ninja 300,300000,8,1,0,9800,360000.0,9.19023970026918
Honda Dream Yuga,30000,9,1,0,46070,56147.0,10.737938963793802
Bajaj Pulsar 150,35000,15,1,0,14500,87958.71405750798,9.581972891547895
Bajaj Pulsar 150 [2001-2011],35000,16,1,0,70000,87958.71405750798,11.156264806643742
Hero Honda Passion Plus,25000,16,0,0,100000,87958.71405750798,11.51293546492023
Yamaha YZF R15 [2011-2018],80000,11,0,0,30000,118997.0,10.308985993422082
Hero Honda Splendor Plus,20000,20,1,0,127000,87958.71405750798,11.751950239425476
Hero Karizma ZMR,43000,12,1,0,63000,108000.0,11.050905878263567
Hero Honda Splendor Plus,20000,14,1,0,30000,87958.71405750798,10.308985993422082
Yo Style,20000,13,1,0,10000,37675.0,9.210440366976517
Hero Splendor iSmart,40000,9,1,0,10000,52271.0,9.210440366976517
Hero Super Splendor,30000,13,1,0,89000,87958.71405750798,11.39640288460621
Bajaj Discover 100,21000,15,1,0,50000,42859.0,10.819798284210286
Yamaha Fazer [2009-2016],35000,13,1,0,15500,84751.0,9.648659816955295
Bajaj Discover 125,23000,13,1,0,66000,57549.0,11.097425172408931
Hero Super Splendor,40000,7,1,0,80000,87958.71405750798,11.289794413577894
Honda Shine,40000,13,1,0,8600,87958.71405750798,9.059633754551479
Bajaj Discover 125 M,45000,10,1,0,40000,47186.0,10.596659732783579
Bajaj Avenger Street 150 [2018],60000,8,1,0,25000,80435.0,10.12667110305036
Yamaha Fazer [2009-2016],40000,11,1,0,34500,84751.0,10.448743588106625
Hero Passion X Pro [2016-2017],42000,8,1,0,15500,59095.0,9.648659816955295
Honda Activa [2000-2015],18000,13,1,0,28000,50267.0,10.239995502805316
TVS Star City,15000,18,1,0,40000,46575.0,10.596659732783579
Hero Honda Hunk,45000,11,1,0,40000,87958.71405750798,10.596659732783579
TVS Star City,25000,8,1,0,50000,47108.0,10.819798284210286
Bajaj Pulsar 150,70000,7,1,0,24000,87958.71405750798,10.085850775128717
Bajaj Discover 100,23000,12,1,0,50000,42859.0,10.819798284210286
TVS Victor,10000,19,1,0,55000,54852.0,10.915106645867503
Hero Honda Splendor Plus,25000,12,1,0,70000,87958.71405750798,11.156264806643742
Honda Aviator,25000,12,1,0,12000,59183.0,9.392745258631441
Bajaj Pulsar 180,50000,14,1,0,70000,85011.0,11.156264806643742
Bajaj Avenger [2015],60000,9,1,0,16000,75502.0,9.680406499268875
Hero CD Dawn,35000,10,1,0,38000,87958.71405750798,10.545367754151743
Hero Maestro,50000,8,1,0,100000,49412.0,11.51293546492023
Honda CB Shine SP,50000,8,1,0,45000,64750.0,10.714439990727769
Hero Honda CD Deluxe,25500,12,1,0,28990,87958.71405750798,10.274740715974103
Hero Honda Hunk,35000,14,1,0,13000,87958.71405750798,9.472781556562168
Hero Honda CD Deluxe,20000,19,1,0,15000,87958.71405750798,9.61587214452889
Honda Activa 3G,40000,8,1,0,60000,54605.0,11.002116507732017
Bajaj Pulsar 135 LS,45000,7,1,0,22000,64589.0,9.99884318585288
Bajaj Pulsar 150 [2001-2011],30000,16,1,0,19500,87958.71405750798,9.87822102528824
Hero Pleasure,30000,11,1,0,25000,49600.0,10.12667110305036
Hero Honda CBZ extreme,30000,13,1,0,70000,87958.71405750798,11.156264806643742
Bajaj Pulsar 150,40000,10,1,0,65000,87958.71405750798,11.082157933374816
Honda CB Twister,25000,12,1,0,86000,53857.0,11.362114203075018
Honda Livo,45000,7,1,0,30000,87958.71405750798,10.308985993422082
Bajaj Pulsar AS200,65000,9,1,0,33000,92074.0,10.404293143019792
Honda Activa 3G,40000,9,1,0,36000,54605.0,10.491301994830229
Hero Honda Hunk,40000,14,1,0,41000,87958.71405750798,10.62135173563291
Honda CB Hornet 160R,70000,7,1,0,28000,83340.0,10.239995502805316
Hero HF Deluxe,35000,6,1,0,15000,87958.71405750798,9.61587214452889
Hero Splendor PRO,35000,9,1,0,35280,51994.0,10.471099854390227
Bajaj Boxer,15000,20,1,0,18000,87958.71405750798,9.798182590890704
Royal Enfield Electra 5 S,99000,12,1,0,28000,87958.71405750798,10.239995502805316
Royal Enfield Electra 5 S,90000,12,1,0,40000,87958.71405750798,10.596659732783579
Hero Honda Hunk,20000,14,1,0,17000,87958.71405750798,9.741027444837728
Hero Ignitor,36000,8,1,0,23000,65599.0,10.043292972227004
Bajaj Discover 100 M,32000,10,1,0,30000,44756.0,10.308985993422082
Honda Activa 3G,50000,8,1,0,6000,54605.0,8.699681400989514
Bajaj Pulsar 135 LS,50000,9,1,0,48000,64589.0,10.778977123006351
Bajaj Pulsar 220 DTS-i,60000,10,1,0,16000,87958.71405750798,9.680406499268875
Hero Honda CBZ extreme,40000,15,1,0,50000,87958.71405750798,10.819798284210286
Hero Honda CBZ extreme,35000,12,1,0,60000,87958.71405750798,11.002116507732017
Royal Enfield Thunder 500,175000,6,1,0,3000,190000.0,8.006700845440367
UM Renegade Mojave,170000,5,1,0,1400,182000.0,7.244941546337007
KTM RC200,165000,5,1,0,4000,178000.0,8.294299608857235
Bajaj Dominar 400,145000,5,1,0,1200,160000.0,7.0909098220799835
Royal Enfield Classic 350,135000,5,1,0,4100,147000.0,8.31898612539206
KTM RC390,135000,7,1,0,21700,237000.0,9.985113621416073
Hyosung GT250R,135000,8,1,0,16500,345000.0,9.711176264112805
Royal Enfield Thunder 350,125000,9,1,0,15000,150000.0,9.61587214452889
Royal Enfield Thunder 350,120000,6,1,0,18000,150000.0,9.798182590890704
Royal Enfield Classic 350,120000,5,1,0,11000,147000.0,9.305741456739435
KTM RC200,120000,6,1,0,6000,178000.0,8.699681400989514
Royal Enfield Thunder 350,115000,6,1,0,8700,150000.0,9.071193240566025
KTM 390 Duke ,115000,8,1,0,7000,240000.0,8.853808274977197
Mahindra Mojo XT300,115000,6,1,0,35000,140000.0,10.463131911491967
Royal Enfield Classic 350,115000,7,1,0,17000,147000.0,9.741027444837728
Royal Enfield Classic 350,111000,7,1,0,17500,147000.0,9.770013301136158
Royal Enfield Classic 350,110000,9,1,0,33000,147000.0,10.404293143019792
Royal Enfield Thunder 500,110000,7,1,0,14000,190000.0,9.546884034617925
Royal Enfield Classic 350,110000,7,1,0,26000,147000.0,10.165890277802454
Royal Enfield Thunder 500,105000,9,1,0,5400,190000.0,8.594339400592892
Bajaj Pulsar RS200,105000,6,1,0,5700,126000.0,8.648396877031582
Royal Enfield Thunder 350,105000,11,1,0,6900,150000.0,8.839421607620602
Royal Enfield Bullet 350,105000,6,1,0,6000,117000.0,8.699681400989514
Royal Enfield Classic 350,100000,9,1,0,46500,147000.0,10.747229096720554
Royal Enfield Classic 500,95000,10,1,0,11500,175000.0,9.350189267092581
Royal Enfield Classic 500,90000,13,1,0,40000,175000.0,10.596659732783579
Bajaj Avenger 220,90000,5,1,0,1300,95000.0,7.170888478512505
Bajaj Avenger 150,75000,6,1,0,7000,80000.0,8.853808274977197
Honda CB Hornet 160R,80000,5,1,0,3000,87000.0,8.006700845440367
Yamaha FZ S V 2.0,78000,5,1,0,5000,84000.0,8.517393171418904
Honda CB Hornet 160R,75000,5,1,0,11000,87000.0,9.305741456739435
Yamaha FZ 16,75000,7,1,0,18000,82000.0,9.798182590890704
Bajaj Avenger 220,75000,5,1,0,3500,95000.0,8.160803920954665
Bajaj Avenger 220,72000,6,1,0,500,95000.0,6.2166061010848646
TVS Apache RTR 160,65000,5,1,0,11800,81000.0,9.375939552625749
Bajaj Pulsar 150,65000,7,1,0,5000,74000.0,8.517393171418904
Honda CBR 150,65000,8,1,0,23500,120000.0,10.064798252418377
Hero Extreme,65000,9,1,0,16000,78700.0,9.680406499268875
Honda CB Hornet 160R,60000,6,1,0,15000,87000.0,9.61587214452889
Bajaj Avenger 220 dtsi,60000,7,1,0,16600,95000.0,9.717218213494077
Honda CBR 150,60000,9,1,0,32000,120000.0,10.373522431293592
Bajaj Avenger 150 street,60000,6,1,0,20000,80000.0,9.90353755128617
Yamaha FZ  v 2.0,60000,7,1,0,29000,84000.0,10.275085591132715
Yamaha FZ  v 2.0,60000,6,1,0,25000,84000.0,10.12667110305036
Bajaj Pulsar  NS 200,60000,8,1,0,25000,99000.0,10.12667110305036
TVS Apache RTR 160,60000,10,1,0,19000,81000.0,9.852246888342531
Hero Extreme,55000,8,1,0,15000,78700.0,9.61587214452889
Yamaha FZ S V 2.0,55000,7,1,0,58000,84000.0,10.968215530759236
Bajaj Pulsar 220 F,52000,12,1,0,45000,94000.0,10.714439990727769
Bajaj Pulsar 220 F,51000,6,1,0,24000,94000.0,10.085850775128717
TVS Apache RTR 180,50000,11,1,0,6000,82600.0,8.699681400989514
Hero Passion X pro,50000,6,1,0,31000,55000.0,10.34177474101152
Bajaj Pulsar NS 200,50000,10,1,0,13000,99000.0,9.472781556562168
Bajaj Pulsar NS 200,50000,9,1,0,45000,99000.0,10.714439990727769
Yamaha Fazer ,50000,8,1,0,8000,88000.0,8.987321812850125
Honda Activa 4G,48000,5,1,0,4300,51000.0,8.366602832783736
TVS Sport ,48000,5,1,0,15000,52000.0,9.61587214452889
Yamaha FZ S V 2.0,48000,7,1,0,23000,84000.0,10.043292972227004
Honda Dream Yuga ,48000,5,1,0,8600,54000.0,9.059633754551479
Honda Activa 4G,45000,5,1,0,4000,51000.0,8.294299608857235
Bajaj Avenger Street 220,45000,11,1,0,24000,95000.0,10.085850775128717
TVS Apache RTR 180,45000,8,1,0,23000,82600.0,10.043292972227004
Bajaj Pulsar NS 200,45000,10,1,0,14500,99000.0,9.581972891547895
Bajaj Avenger 220 dtsi,45000,12,1,0,27000,95000.0,10.203629181337648
Hero Splender iSmart,45000,6,1,0,14000,54000.0,9.546884034617925
Activa 3g,45000,6,1,0,500,54000.0,6.2166061010848646
Hero Passion Pro,45000,6,1,0,1000,55000.0,6.90875477931522
TVS Apache RTR 160,42000,8,1,0,42000,81000.0,10.645448706505872
Honda CB Trigger,42000,9,1,0,12000,73000.0,9.392745258631441
Hero Splender iSmart,40000,7,1,0,14000,54000.0,9.546884034617925
Yamaha FZ S ,40000,10,1,0,5500,83000.0,8.612685172875459
Hero Passion Pro,40000,7,1,0,6700,55000.0,8.81001204797317
Bajaj Pulsar 135 LS,40000,8,1,0,13700,64000.0,9.525224101853109
Activa 4g,40000,5,1,0,1300,51000.0,7.170888478512505
Honda CB Unicorn,38000,7,1,0,38600,72000.0,10.5610334618531
Hero Honda CBZ extreme,38000,11,1,0,75000,78700.0,11.225256725762893
Honda Karizma,35000,11,1,0,30000,105000.0,10.308985993422082
Honda Activa 125,35000,6,1,0,24000,57000.0,10.085850775128717
TVS Jupyter,35000,8,1,0,19000,52000.0,9.852246888342531
Honda Karizma,31000,12,1,0,213000,105000.0,12.269052139516223
Hero Honda Passion Pro,30000,10,1,0,60000,51000.0,11.002116507732017
Hero Splender Plus,30000,6,1,0,50000,48000.0,10.819798284210286
Honda CB Shine,30000,9,1,0,30000,58000.0,10.308985993422082
Bajaj Discover 100,27000,9,1,0,21000,47000.0,9.952325334619427
Bajaj Pulsar 150,25000,14,1,0,26000,75000.0,10.165890277802454
Suzuki Access 125,25000,14,1,0,1900,58000.0,7.550135342488429
TVS Wego,25000,12,1,0,22000,52000.0,9.99884318585288
Honda CB twister,25000,9,1,0,32000,51000.0,10.373522431293592
Hero Glamour,25000,9,1,0,18000,57000.0,9.798182590890704
Hero Super Splendor,20000,17,1,0,55000,57000.0,10.915106645867503
Bajaj Pulsar 150,20000,14,1,0,60000,75000.0,11.002116507732017
Bajaj Discover 125,20000,10,1,0,25000,57000.0,10.12667110305036
Hero Hunk,20000,15,1,0,49000,75000.0,10.799595985047786
Hero  Ignitor Disc,20000,9,1,0,24000,65000.0,10.085850775128717
Hero  CBZ Xtreme,20000,14,1,0,50000,78700.0,10.819798284210286
Bajaj  ct 100,18000,7,1,0,35000,32000.0,10.463131911491967
Activa 3g,17000,14,1,0,500000,52000.0,13.122365377402328
Honda CB twister,16000,12,1,0,33000,51000.0,10.404293143019792
Bajaj Discover 125,15000,11,1,0,35000,57000.0,10.463131911491967
Honda CB Shine,12000,15,1,0,53000,58000.0,10.87806606028079
Bajaj Pulsar 150,10000,16,1,0,92233,75000.0,11.432084105125599
