name,selling_price,year,seller_type,owner,km_driven,ex_showroom_price,log_kms_driven
Honda CB Unicorn 150,50000,8,1,0,27000,74295.0,10.203629181337648
Suzuki Gixxer [2014-2018],62000,7,1,0,15000,78316.0,9.61587214452889
Bajaj Platina 100,45000,5,1,0,15000,87958.71405750798,9.61587214452889
Royal Enfield Thunderbird 350,120000,7,1,0,4050,87958.71405750798,8.30671904320269
Royal Enfield Thunderbird 500,125000,10,1,0,25000,190874.0,10.12667110305036
Bajaj Pulsar AS150,50000,9,1,0,5000,80821.0,8.517393171418904
Bajaj Pulsar 150,30000,12,1,0,5000,87958.71405750798,8.517393171418904
Hero Pleasure,40000,10,1,0,14000,51600.0,9.546884034617925
Honda Aviator,41000,11,1,0,36500,63537.0,10.505094936455558
Royal Enfield Thunderbird 350,120000,7,1,0,9000,87958.71405750798,9.105090961257085
Hero Ignitor,35000,10,1,0,33200,67722.0,10.410335274932896
Hero Honda CD100SS,10000,27,1,0,646000,87958.71405750798,13.378556330751158
TVS Apache RTR 160,35000,13,1,0,25000,87958.71405750798,10.12667110305036
Hero Achiever 150,38000,7,1,0,26000,69750.0,10.165890277802454
Vespa LX 125,50000,9,1,0,3909,77900.0,8.271292652979412
Honda Activa 3G,40000,9,1,0,7672,54605.0,8.945462952177666
Hero Splendor Plus i3s,70000,5,1,0,3000,55600.0,8.006700845440367
Royal Enfield Classic 350,140000,8,1,0,3654,87958.71405750798,8.203851372183879
Hero Maestro,26500,8,1,0,40000,53830.0,10.596659732783579
Hero Glamour 125,38000,8,0,0,5500,61600.0,8.612685172875459
Yamaha FZ16,60000,8,1,0,29950,78712.0,10.307317991967832
Royal Enfield Himalayan,145000,7,1,0,14000,87958.71405750798,9.546884034617925
Yamaha FZ S V 2.0,78000,7,1,0,26100,84480.0,10.169728906753061
Hero Maestro Edge,58000,6,1,0,6000,54580.0,8.699681400989514
Yamaha FZ25,130000,7,1,0,4000,132680.0,8.294299608857235
TVS Victor,20000,23,1,0,50000,54852.0,10.819798284210286
Bajaj Dominar 400 [2018],150000,6,1,0,5475,163331.0,8.60813018640834
Bajaj Pulsar 180,32000,12,1,0,40000,85011.0,10.596659732783579
Bajaj Pulsar 180,50000,7,1,0,20500,85011.0,9.928228944424575
KTM 200 Duke,120000,7,1,0,4100,87958.71405750798,8.31898612539206
Bajaj Avenger Street 150 [2018],60000,8,1,0,23097,80435.0,10.047501312675033
Bajaj Discover 100 M,20000,13,1,0,37734,44756.0,10.53834332471897
Royal Enfield Bullet 350 [2007-2011],65000,13,1,0,65000,87958.71405750798,11.082157933374816
Yamaha YZF R15 S,70000,8,1,0,8000,117926.0,8.987321812850125
Yamaha FZ V 2.0,35000,10,1,0,13500,81508.0,9.510519035757246
Bajaj Avenger Street 220,95000,6,1,0,23000,95955.0,10.043292972227004
Bajaj Pulsar 150,8000,19,1,0,58000,87958.71405750798,10.968215530759236
Royal Enfield Thunderbird 350,85000,14,1,0,15000,87958.71405750798,9.61587214452889
Hero Achiever 150,65000,8,1,0,29000,69750.0,10.275085591132715
Hero Passion Pro 110,39000,11,1,0,20000,87958.71405750798,9.90353755128617
Hero Duet,45000,7,1,0,35000,50280.0,10.463131911491967
Bajaj Avenger Street 150 [2018],60000,8,1,0,45137,80435.0,10.717479742788276
Royal Enfield Classic Stealth Black,160000,6,1,0,7500,204977.0,8.922791623969637
Bajaj Pulsar 150,35000,13,1,0,35600,87958.71405750798,10.480129006333248
Bajaj Pulsar 135 LS,40000,6,1,0,15000,64589.0,9.61587214452889
Yamaha Fazer [2009-2016],40000,12,1,0,7353,84751.0,8.902999661861218
Honda CB Hornet 160R,56000,7,1,0,13200,87543.0,9.488047863280759
Honda CB Unicorn Dazzler,22000,13,1,0,38350,71757.0,10.554535882074735
Yamaha YBR 125,36000,10,1,0,20400,54593.0,9.923339198238729
Suzuki Intruder 150 Fi,100000,6,1,0,14500,110240.0,9.581972891547895
Bajaj V15,42000,8,1,0,19500,67187.0,9.87822102528824
Royal Enfield Electra 5 S,85000,16,1,0,20000,87958.71405750798,9.90353755128617
Hero Passion PRO TR,45000,10,1,0,36000,54586.0,10.491301994830229
Yamaha FZ25,145000,5,1,0,4500,133680.0,8.412054873292933
Hero Karizma [2003-2014],50000,11,1,0,38000,85766.0,10.545367754151743
Royal Enfield Interceptor 650,270000,5,1,0,9000,87958.71405750798,9.105090961257085
Royal Enfield Thunderbird 350,60000,18,1,0,40000,87958.71405750798,10.596659732783579
Royal Enfield Classic Squadron Blue,140000,7,1,0,25000,181445.0,10.12667110305036
Hero Honda Splendor Plus,28000,16,1,0,70889,87958.71405750798,11.168884658849063
KTM 390 Duke ABS [2013-2016],180000,9,1,0,13125,202127.0,9.482350275033667
Bajaj Pulsar 180,42000,10,1,0,19600,85011.0,9.883335864325275
Suzuki Access 125 [2007-2016],16000,13,1,0,40000,58314.0,10.596659732783579
Hero Splendor iSmart,40000,9,1,0,19055,52271.0,9.855137291595081
Bajaj Pulsar 180,38000,12,1,0,57000,85011.0,10.950824090522445
Yamaha YZF R15 S,85000,7,1,0,13000,117926.0,9.472781556562168
Honda Aviator,28000,11,1,0,28087,63537.0,10.243097717848269
KTM 200 Duke,135000,6,1,0,24000,87958.71405750798,10.085850775128717
Royal Enfield Thunderbird 350,120000,8,1,0,24600,87958.71405750798,10.110542371500753
Hero Karizma ZMR,37000,14,1,0,27500,108000.0,10.221977646629885
Royal Enfield Classic Chrome,135000,9,1,0,45000,189313.0,10.714439990727769
Hero Honda Splendor,10000,24,1,0,61000,87958.71405750798,11.0186455364637
Mahindra Rodeo,20000,11,1,0,7000,47343.0,8.853808274977197
TVS Apache RTR 160,83299,5,1,0,6400,87958.71405750798,8.764209507142004
Yamaha Fazer FI V 2.0 [2016-2018],65000,6,1,0,3500,89643.0,8.160803920954665
Honda Activa 5G,50000,6,1,0,14000,59422.0,9.546884034617925
Bajaj Pulsar 220 Fi,65000,11,1,0,6409,87958.71405750798,8.765614549914716
Hero Honda Karizma ZMR [2010],45000,12,1,0,44000,87958.71405750798,10.691967639914864
Honda CB Hornet 160R,60000,7,1,0,16500,92210.0,9.711176264112805
Royal Enfield Bullet 350,110000,9,1,0,36000,87958.71405750798,10.491301994830229
Hero Honda CD Deluxe,14700,19,1,0,30000,87958.71405750798,10.308985993422082
Yamaha Saluto,38000,9,1,0,15000,63180.0,9.61587214452889
Suzuki Access 125,70000,6,1,0,14500,87958.71405750798,9.581972891547895
TVS Sport,35000,6,1,0,26600,87958.71405750798,10.188704088048116
Hero Honda Glamour,19000,12,1,0,32000,87958.71405750798,10.373522431293592
KTM 125 Duke,130000,5,1,0,3500,87958.71405750798,8.160803920954665
Bajaj Pulsar NS200,50000,11,0,0,58203,87958.71405750798,10.971709359880169
Bajaj Pulsar 150 [2001-2011],18000,19,1,0,21885,87958.71405750798,9.993602441978389
Hero Xtreme 200R,87000,5,1,0,3200,93400.0,8.071218539969863
Hero Honda Splendor Plus,40000,17,1,0,40000,87958.71405750798,10.596659732783579
Bajaj Discover 150S,35000,9,1,0,28000,63331.0,10.239995502805316
Honda CBR-250R,100000,13,1,0,3500,171646.0,8.160803920954665
Hero Pleasure,30000,11,1,0,24000,51600.0,10.085850775128717
Bajaj Avenger Cruise 220,95000,6,1,0,1800,87958.71405750798,7.496097345175956
Bajaj Discover 125 ST,25000,12,1,0,76000,58438.0,11.23850177707664
Bajaj Pulsar 150 [2001-2011],26500,14,1,0,52500,87958.71405750798,10.868587496017359
Bajaj Boxer,12000,16,1,0,17500,87958.71405750798,9.770013301136158
Bajaj Pulsar 150,20000,18,1,0,41000,87958.71405750798,10.62135173563291
Royal Enfield Classic Signals,195000,6,1,0,2845,164095.0,7.953669778649798
Bajaj Pulsar 180,14900,17,1,0,50000,85011.0,10.819798284210286
Honda Dream Yuga,48000,6,1,0,7110,56147.0,8.869398159883518
Yamaha FZ S [2012-2016],40000,10,1,0,27785,79432.0,10.232287575708806
Honda CB Unicorn,45000,14,1,0,75000,71681.0,11.225256725762893
Honda Shine,25000,14,1,0,20000,87958.71405750798,9.90353755128617
Honda Activa 3G,25000,13,1,0,20000,54605.0,9.90353755128617
Honda Activa [2000-2015],10000,15,1,0,60000,50267.0,11.002116507732017
Mahindra Flyte,22000,15,1,0,20000,44493.0,9.90353755128617
Honda Activa 3G,45000,9,1,0,18000,54605.0,9.798182590890704
KTM 250 Duke,135000,7,1,0,16500,87958.71405750798,9.711176264112805
Yamaha Ray Z,75000,7,1,0,15000,52949.0,9.61587214452889
Bajaj Pulsar 135 LS,24000,14,1,0,45000,64589.0,10.714439990727769
Yamaha FZ16,45000,8,1,0,37000,78712.0,10.518700218288165
Hero Passion PRO i3s,55000,7,1,0,14600,54475.0,9.588845298501564
Bajaj Discover 125,10000,18,1,0,51000,57549.0,10.839600519357369
Royal Enfield Classic 350,135000,7,1,0,15000,87958.71405750798,9.61587214452889
Honda CB Unicorn 150,55000,7,1,0,12000,74295.0,9.392745258631441
Bajaj Avenger [2015],35000,12,1,0,15000,75502.0,9.61587214452889
Bajaj Super,20000,36,1,0,21000,87958.71405750798,9.952325334619427
Bajaj Pulsar 150,26000,12,1,0,65000,87958.71405750798,11.082157933374816
Honda Activa [2000-2015],23000,15,1,0,95000,50267.0,11.461642696843066
Royal Enfield Classic Desert Storm,150000,9,1,0,23000,181445.0,10.043292972227004
Hero Honda CD Deluxe,24700,12,1,0,40000,87958.71405750798,10.596659732783579
Hero Duet,35000,8,1,0,49637,54080.0,10.812511948418237
Hero Honda Passion PRO [2012],12000,12,1,0,90000,87958.71405750798,11.407576060361786
Royal Enfield Classic 350,150000,7,1,0,7000,87958.71405750798,8.853808274977197
Honda Activa 3G,50000,8,1,0,5326,54605.0,8.580543506917
Honda Activa [2000-2015],25000,15,1,0,585659,50267.0,13.280494695397065
Hero Honda CD100,15000,25,0,0,10000,87958.71405750798,9.210440366976517
Hero Super Splendor,35000,10,1,0,37541,87958.71405750798,10.533215585226419
Honda CB Trigger,45000,9,1,0,36000,83437.0,10.491301994830229
Honda Dream Yuga,25000,11,1,0,29000,56147.0,10.275085591132715
Hero Honda Passion Plus,40000,6,1,0,29000,87958.71405750798,10.275085591132715
TVS Spectra,17000,16,1,0,50000,87958.71405750798,10.819798284210286
Hero Ignitor,30000,8,1,0,18000,67722.0,9.798182590890704
Hero Honda CD100,15000,24,1,0,50000,87958.71405750798,10.819798284210286
Bajaj Pulsar 220F,60000,7,1,0,40000,87958.71405750798,10.596659732783579
Hero Splendor Plus,30000,11,1,0,20000,87958.71405750798,9.90353755128617
Yamaha YZF R15 [2011-2018],60000,12,1,0,22000,118997.0,9.99884318585288
Honda Activa 3G,32000,9,1,0,4500,54605.0,8.412054873292933
Bajaj Discover 150,30000,12,1,0,50000,54299.0,10.819798284210286
Bajaj Pulsar 150 [2001-2011],55000,14,1,0,42000,87958.71405750798,10.645448706505872
Bajaj Avenger Street 150 [2018],75000,8,1,0,35000,80435.0,10.463131911491967
TVS Star City Plus,52000,7,1,0,25000,87958.71405750798,10.12667110305036
Bajaj Discover 125,38000,6,1,0,34000,60122.0,10.434145214930487
Bajaj Discover 135,12000,17,1,0,60000,87958.71405750798,11.002116507732017
Honda CB Shine SP,47000,7,1,0,73000,64750.0,11.19822841866684
Honda Activa [2000-2015],22000,10,1,0,38000,50267.0,10.545367754151743
Bajaj Avenger [2015],65000,9,1,0,26000,75502.0,10.165890277802454
Bajaj Platina 100,23000,11,1,0,24000,87958.71405750798,10.085850775128717
Bajaj Discover 100,30000,13,1,0,45000,42859.0,10.714439990727769
Bajaj Pulsar 150,35000,13,1,0,36000,87958.71405750798,10.491301994830229
Bajaj Avenger Street 150 [2018],80000,7,1,0,30000,80435.0,10.308985993422082
Bajaj Platina 100,20000,12,1,0,16295,87958.71405750798,9.698674957906642
Bajaj Pulsar 150,16000,13,1,0,59000,87958.71405750798,10.985309671896763
Bajaj Pulsar 150,20000,18,1,0,9500,87958.71405750798,9.15915233520675
Bajaj Pulsar NS200,50000,12,1,0,46000,87958.71405750798,10.736418414365376
Honda CB Trigger,40000,9,1,0,75000,76572.0,11.225256725762893
Bajaj Pulsar 135 LS,20000,14,1,0,80000,64589.0,11.289794413577894
Bajaj Pulsar 180,65000,6,1,0,26000,85011.0,10.165890277802454
Yamaha YZF R15 S,85000,8,1,0,26000,117926.0,10.165890277802454
Hero Splendor Plus,12000,17,1,0,100000,87958.71405750798,11.51293546492023
Hero Xpulse 200T,105000,5,1,0,2900,96500.0,7.972810784121404
Yamaha FZ S V 2.0,40000,9,1,0,25000,84042.0,10.12667110305036
Bajaj Discover 150,30000,13,1,0,39500,54299.0,10.584081267024454
Honda Activa [2000-2015],25000,12,1,0,40000,50267.0,10.596659732783579
Hero Splendor PRO,40000,8,1,0,16000,51994.0,9.680406499268875
Honda Dream Neo,45000,7,1,0,21000,49211.0,9.952325334619427
Bajaj CT 100,40000,6,1,0,14000,87958.71405750798,9.546884034617925
Suzuki Access 125,70000,6,1,0,7000,76632.0,8.853808274977197
Honda Activa [2000-2015],30000,12,1,0,22000,50267.0,9.99884318585288
Hero Honda Pleasure,25000,15,1,0,50000,87958.71405750798,10.819798284210286
Bajaj Platina 100,20000,12,1,0,16295,87958.71405750798,9.698674957906642
Honda CB Hornet 160R,70000,7,1,0,35000,87719.0,10.463131911491967
Bajaj V15,50000,7,1,0,9000,65626.0,9.105090961257085
Hero Honda CD Deluxe,25000,14,1,0,35000,87958.71405750798,10.463131911491967
Bajaj Pulsar 150,22000,13,1,0,60000,87958.71405750798,11.002116507732017
Honda Activa [2000-2015],35000,11,1,0,29500,50267.0,10.292179440058462
TVS Apache RTR 160,40000,10,1,0,50000,87958.71405750798,10.819798284210286
Bajaj Pulsar 220F,75000,8,1,0,10500,87958.71405750798,9.259225769705994
Hero Honda Passion PRO [2012],28000,13,1,0,60000,87958.71405750798,11.002116507732017
Hero Maestro Edge,55000,6,1,0,39000,52790.0,10.571342565808699
Honda Dio,30000,10,1,0,24000,87958.71405750798,10.085850775128717
Hero Glamour 125,40000,8,1,0,15000,61600.0,9.61587214452889
Bajaj Avenger Street 160,85000,5,1,0,3000,87958.71405750798,8.006700845440367
Hero Honda CD Deluxe,12000,17,1,0,100000,87958.71405750798,11.51293546492023
Yamaha YBR 125,35000,11,1,0,20350,54593.0,9.920885329712549
Bajaj Pulsar 150,25000,9,1,0,50000,87958.71405750798,10.819798284210286
Bajaj Pulsar 150,40000,12,1,0,37000,87958.71405750798,10.518700218288165
Hero Honda CD Deluxe,15000,13,1,0,70000,87958.71405750798,11.156264806643742
Hero Passion PRO i3s,55000,6,1,0,15000,54475.0,9.61587214452889
Bajaj Pulsar 180,60000,9,1,0,28563,85011.0,10.259902462669
Yamaha Fazer 25,115000,6,1,0,11000,142680.0,9.305741456739435
TVS Excel,5000,26,1,0,60000,87958.71405750798,11.002116507732017
Honda Shine,40000,9,1,0,21121,87958.71405750798,9.95807043030642
Honda Dream Neo,50000,10,1,0,25000,49211.0,10.12667110305036
Honda Dio,28000,10,1,0,13000,87958.71405750798,9.472781556562168
Hero Splendor Plus,35000,11,1,0,55000,87958.71405750798,10.915106645867503
Bajaj Xcd,25000,17,1,0,100000,87958.71405750798,11.51293546492023
TVS Streak,20000,15,1,0,36000,87958.71405750798,10.491301994830229
Bajaj Pulsar 180,40000,11,1,0,34000,85011.0,10.434145214930487
Hero Xtreme 200R,86000,6,1,0,12000,93400.0,9.392745258631441
Yamaha YZF R15 [2011-2018],65000,13,1,0,29000,87958.71405750798,10.275085591132715
Bajaj Avenger Street 150 [2018],60000,7,1,0,30000,80435.0,10.308985993422082
Yamaha RX135,65000,26,1,0,16500,87958.71405750798,9.711176264112805
Honda CB Shine SP,41000,7,1,0,33000,66697.0,10.404293143019792
Honda CBR150 R,110000,7,1,0,11800,129662.0,9.375939552625749
Honda Dream Yuga,32000,7,1,0,39000,56147.0,10.571342565808699
Honda Shine,37000,10,1,0,16145,87958.71405750798,9.68942761995496
Hero Splendor Plus i3s,65000,5,1,0,1000,55600.0,6.90875477931522
Hero Honda Passion Plus,18000,17,1,0,50000,87958.71405750798,10.819798284210286
Hero Honda Passion PRO [2012],28700,12,1,0,49876,87958.71405750798,10.817315253638798
Honda Activa 3G,35000,8,1,0,51000,54605.0,10.839600519357369
Bajaj Pulsar 180F,100000,5,1,0,1300,87958.71405750798,7.170888478512505
Hero Honda Glamour,21000,14,1,0,11000,87958.71405750798,9.305741456739435
Bajaj Pulsar 150 [2001-2011],30000,14,1,0,55000,87958.71405750798,10.915106645867503
TVS Apache RTR 200 4V,90000,5,1,0,20000,87958.71405750798,9.90353755128617
Bajaj Super,6000,33,1,0,35000,87958.71405750798,10.463131911491967
Hero Honda Passion Plus,23500,14,1,0,60000,87958.71405750798,11.002116507732017
Bajaj Pulsar 150,55000,9,1,0,40000,87958.71405750798,10.596659732783579
Yamaha SZ X,35000,14,1,0,46000,65800.0,10.736418414365376
Hero Honda CD100,15000,26,1,0,65000,87958.71405750798,11.082157933374816
Bajaj Pulsar 180,35000,15,1,0,19000,85011.0,9.852246888342531
Bajaj Pulsar 220 DTS-i,40000,13,1,0,26000,87958.71405750798,10.165890277802454
Hero Honda Achiever,15000,15,1,0,86000,87958.71405750798,11.362114203075018
Hero Honda Karizma,40000,13,1,0,340000,87958.71405750798,12.73670383776449
Honda CB Unicorn 160,75000,8,1,0,40000,77545.0,10.596659732783579
Bajaj Avenger Cruise 220,70000,8,1,0,10000,87958.71405750798,9.210440366976517
Bajaj Discover 135,22000,17,1,0,25000,87958.71405750798,10.12667110305036
Yamaha FZ S V 2.0,80000,5,1,0,10000,87042.0,9.210440366976517
Bajaj Pulsar 150,72000,7,1,0,24000,87958.71405750798,10.085850775128717
Hero HF Deluxe,30000,10,1,0,35000,87958.71405750798,10.463131911491967
Bajaj Pulsar 135 LS,25000,13,1,0,30000,64589.0,10.308985993422082
Aprilia SR 125,65000,6,1,0,6500,87958.71405750798,8.77971129020447
Bajaj Pulsar 150,68000,5,1,0,10000,87958.71405750798,9.210440366976517
Hero Duet,27000,8,1,0,28000,50280.0,10.239995502805316
Honda CB Twister,25000,9,1,0,35000,57241.0,10.463131911491967
Bajaj Discover 125,45000,8,1,0,20000,60122.0,9.90353755128617
Honda CBR-250R,200000,5,1,0,5500,202310.0,8.612685172875459
Bajaj Pulsar 180,20100,16,1,0,36000,85011.0,10.491301994830229
Honda Shine,30000,10,1,0,25000,87958.71405750798,10.12667110305036
Suzuki Swish [2012-2015],30000,10,1,0,30000,51685.0,10.308985993422082
TVS Star City,21000,13,1,0,101000,47108.0,11.522885696764481
Hero Super Splendor,45000,12,1,0,21000,87958.71405750798,9.952325334619427
Yamaha Fazer [2009-2016],45000,10,1,0,57700,84751.0,10.96302978336854
TVS Scooty Pep DLX,14500,12,1,0,44000,87958.71405750798,10.691967639914864
Honda Dream Yuga,47000,5,1,0,8800,56147.0,9.082620630373812
TVS Star City Plus,26000,10,1,0,68000,87958.71405750798,11.127277689932466
Yamaha Fazer [2009-2016],25000,11,1,0,120000,84751.0,11.695255355062795
Hero Honda Street Smart,10000,24,1,0,24000,87958.71405750798,10.085850775128717
TVS Apache RTR 160,50000,7,1,0,38000,87958.71405750798,10.545367754151743
Honda Dio,23000,14,1,0,40000,87958.71405750798,10.596659732783579
Honda Activa [2000-2015],50000,10,1,0,48000,50267.0,10.778977123006351
Hero Maestro Edge,46000,9,1,0,14000,55980.0,9.546884034617925
Honda CB Hornet 160R,80000,7,1,0,18000,87719.0,9.798182590890704
Hero Karizma [2003-2014],50000,11,1,0,38000,85766.0,10.545367754151743
Honda CB Trigger,40000,10,1,0,75000,83437.0,11.225256725762893
Honda CB Hornet 160R,70000,7,1,0,35000,87719.0,10.463131911491967
Hero Glamour FI,30900,10,1,0,25000,71150.0,10.12667110305036
Bajaj Avenger [2015],65000,14,1,0,20000,75502.0,9.90353755128617
Hero Honda Splendor Plus,15000,18,1,0,100000,87958.71405750798,11.51293546492023
TVS Apache RTR 160,89999,5,1,0,6400,87958.71405750798,8.764209507142004
Hero Honda Splendor Plus,17600,18,1,0,52000,87958.71405750798,10.859018228147887
Bajaj Platina 100,17000,17,1,0,16000,87958.71405750798,9.680406499268875
Yamaha FZ25,90000,6,1,0,8200,132680.0,9.012011377036412
Bajaj Pulsar 150 [2001-2011],35000,14,1,0,60000,87958.71405750798,11.002116507732017
Yamaha YZF R15 S,70000,7,1,0,16000,117926.0,9.680406499268875
Bajaj Discover 125,15000,13,1,0,47000,57549.0,10.757924157061597
Hero Passion PRO i3s,35000,8,1,0,18000,54475.0,9.798182590890704
Honda Activa [2000-2015],15000,18,1,0,50000,50267.0,10.819798284210286
Bajaj Discover 125,50000,6,1,0,6000,60122.0,8.699681400989514
Suzuki Gixxer [2014-2018],69000,7,1,0,20000,82813.0,9.90353755128617
TVS Wego,15000,13,1,0,65000,54760.0,11.082157933374816
Bajaj Discover 150,25000,16,1,0,25000,54299.0,10.12667110305036
Suzuki Access 125 [2007-2016],30000,12,1,0,23000,58314.0,10.043292972227004
Hero Karizma 2014,45000,10,1,0,5555,86744.0,8.622633703874234
Hero CD Deluxe,35000,8,1,0,38000,87958.71405750798,10.545367754151743
Yamaha Fazer 25,120000,6,1,0,6000,142680.0,8.699681400989514
Hero Splendor Plus,25000,9,1,0,45000,87958.71405750798,10.714439990727769
Yamaha YZF R15 [2011-2018],80000,7,1,0,27000,118997.0,10.203629181337648
Hero Honda Splendor Plus,10000,17,1,0,98000,87958.71405750798,11.49273296168228
TVS Apache RTR 160,70000,6,1,0,16000,87958.71405750798,9.680406499268875
Bajaj Pulsar 150,35000,13,1,0,50000,87958.71405750798,10.819798284210286
Hero Glamour 125,40000,9,1,0,71250,61600.0,11.173964133120124
Hero Honda Passion Plus,20000,18,1,0,28000,87958.71405750798,10.239995502805316
Honda CB Twister,30000,12,1,0,50000,57241.0,10.819798284210286
Bajaj CT 100,8000,19,1,0,82000,87958.71405750798,11.314486721293981
Bajaj Pulsar 220 DTS-i,65000,11,1,0,6409,87958.71405750798,8.765614549914716
Hero Honda Super Splendor [2005],20000,16,1,0,54000,87958.71405750798,10.896757843893464
Honda CB Trigger,45000,11,1,0,20000,76572.0,9.90353755128617
Hero Hunk,35000,11,1,0,50000,78513.0,10.819798284210286
Bajaj Discover 150,25000,13,1,0,52000,54299.0,10.859018228147887
TVS Apache RTR 160,15000,15,1,0,880000,87958.71405750798,13.68767832281738
Hero Xtreme Sports,65000,7,1,0,23000,78350.0,10.043292972227004
Bajaj Avenger [2015],45000,13,1,0,35000,75502.0,10.463131911491967
Honda Activa 125,45000,7,1,0,49000,87958.71405750798,10.799595985047786
Bajaj Pulsar 220F,50000,13,1,0,55000,87958.71405750798,10.915106645867503
Bajaj Pulsar NS200,85000,6,1,0,15100,87958.71405750798,9.62251624577579
Hero Honda Splendor,25000,16,1,0,38000,87958.71405750798,10.545367754151743
Honda CB Unicorn 150,60000,7,1,0,12652,74295.0,9.445649620189263
Suzuki Gixxer SF Fi,100000,5,1,0,7000,103170.0,8.853808274977197
KTM RC 200,180000,5,1,0,13800,87958.71405750798,9.53249633228804
Bajaj Discover 100,25000,14,1,0,28000,42859.0,10.239995502805316
TVS Wego,15000,13,1,0,20000,54760.0,9.90353755128617
Honda CB Hornet 160R,60000,7,1,0,16008,92210.0,9.680906343078094
Yamaha YZF R15 S,75000,6,1,0,36000,117926.0,10.491301994830229
Hero CBZ,35000,14,1,0,36000,87958.71405750798,10.491301994830229
TVS Scooty Zest 110,55000,6,1,0,380,53751.0,5.942799375126701
Yamaha FZ S V 2.0,85000,6,1,0,50000,87042.0,10.819798284210286
Hero Honda Glamour,35000,12,1,0,30000,87958.71405750798,10.308985993422082
Hero Honda CBZ extreme,35000,13,1,0,35000,87958.71405750798,10.463131911491967
Yamaha FZ S V 2.0,60000,7,1,0,14500,84042.0,9.581972891547895
Suzuki Access 125,40000,7,1,0,15000,87958.71405750798,9.61587214452889
Bajaj Pulsar 150,30000,14,1,0,54000,87958.71405750798,10.896757843893464
Bajaj Pulsar NS160,80000,6,1,0,11000,87958.71405750798,9.305741456739435
Hero Splendor PRO,24000,13,1,0,43000,51994.0,10.668978650219241
Honda Shine,18000,14,1,0,15000,87958.71405750798,9.61587214452889
Hero Passion Pro 110,20000,16,1,0,40000,87958.71405750798,10.596659732783579
Yamaha FZ16,40000,8,1,0,93000,78712.0,11.440365524765756
Suzuki Access 125,20000,12,1,0,24000,87958.71405750798,10.085850775128717
TVS Jupiter,70000,6,1,0,14000,87958.71405750798,9.546884034617925
Hero Passion Pro 110,50000,5,1,0,29442,87958.71405750798,10.290211469825051
Yamaha FZ S V 2.0,75000,7,1,0,20000,84042.0,9.90353755128617
Honda Livo,25000,9,1,0,30000,87958.71405750798,10.308985993422082
Honda CB Hornet 160R,70000,7,1,0,38000,87543.0,10.545367754151743
Honda Activa 125 [2016-2017],55000,6,1,0,18000,61545.0,9.798182590890704
Honda Activa 5G,51000,6,1,0,14000,59422.0,9.546884034617925
Yamaha Saluto,74000,5,1,0,13000,59844.0,9.472781556562168
Yamaha FZ S V 2.0,65000,7,1,0,42000,84042.0,10.645448706505872
Bajaj Avenger Street 150 [2018],60000,8,1,0,27000,80435.0,10.203629181337648
Bajaj Pulsar 220F,110000,5,1,0,4000,87958.71405750798,8.294299608857235
Yamaha YZF R15 [2011-2018],50000,10,1,0,1200,118997.0,7.0909098220799835
TVS Apache RTR 160 4V,85009,6,1,0,7500,87958.71405750798,8.922791623969637
Hero Passion Pro 110,60000,11,1,0,15000,87958.71405750798,9.61587214452889
Bajaj Pulsar 150,25000,11,1,0,70000,87958.71405750798,11.156264806643742
TVS Apache RTR 160 4V,75000,5,1,0,12657,87958.71405750798,9.44604470533525
Honda CB Unicorn 150,30000,14,1,0,69000,74295.0,11.141876276228
Honda Activa [2000-2015],16600,14,1,0,100000,50267.0,11.51293546492023
Honda Activa 3G,30000,9,1,0,18000,54605.0,9.798182590890704
Honda Shine,20000,17,1,0,80000,87958.71405750798,11.289794413577894
Honda Activa 5G,62000,5,1,0,11200,59422.0,9.32375833901174
Bajaj Avenger Street 220,60000,8,1,0,17000,95955.0,9.741027444837728
Hero Xtreme [2013-2014],45000,10,1,0,56420,72492.0,10.940596708610189
Yamaha FZ S [2012-2016],40000,13,1,0,82000,79432.0,11.314486721293981
Suzuki Intruder 150,75000,6,1,0,10000,87958.71405750798,9.210440366976517
Yamaha Fazer [2009-2016],50000,12,1,0,100000,84751.0,11.51293546492023
Bajaj Pulsar RS 200,105000,7,1,0,18345,87958.71405750798,9.8171668460696
Bajaj Discover 135,30000,15,1,0,20000,87958.71405750798,9.90353755128617
Hero Honda CBZ,10000,24,1,0,48000,87958.71405750798,10.778977123006351
Bajaj Pulsar 135 LS,45000,10,1,0,14000,64589.0,9.546884034617925
Yamaha Fazer 25,145000,6,1,0,4100,142680.0,8.31898612539206
Honda CB Unicorn 150,45000,8,1,0,50000,74295.0,10.819798284210286
Honda Activa 5G,65000,5,1,0,3025,59422.0,8.014996894348302
Bajaj Pulsar 135 LS,20000,13,1,0,60000,64589.0,11.002116507732017
Hero Duet,37000,8,1,0,6000,50280.0,8.699681400989514
Hero Splendor NXG,18000,13,1,0,35000,44814.0,10.463131911491967
Hero Glamour 125,25000,11,1,0,50000,61600.0,10.819798284210286
Honda Activa 5G,46000,6,1,0,10000,57557.0,9.210440366976517
Yamaha Fascino 110,55000,5,1,0,7000,57112.0,8.853808274977197
Bajaj V15,40000,8,1,0,34000,67187.0,10.434145214930487
Hero Honda Passion PRO [2012],25000,12,1,0,20000,87958.71405750798,9.90353755128617
Honda Activa [2000-2015],25000,12,1,0,38000,50267.0,10.545367754151743
